column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
2908,3,2,Late delivery,1,2017-12-03 06:13:00.0000000,Second Class,Pacific Asia,72907
2909,5,2,Late delivery,1,2017-12-07 00:57:00.0000000,Second Class,Pacific Asia,73029
2910,3,2,Late delivery,1,2018-01-13 06:41:00.0000000,Second Class,Pacific Asia,75717
2911,3,2,Late delivery,1,2018-01-06 13:31:00.0000000,Second Class,Pacific Asia,75257
2912,2,2,Shipping on time,0,2017-11-21 03:36:00.0000000,Second Class,Pacific Asia,72146
2913,4,2,Late delivery,1,2017-11-23 18:19:00.0000000,Second Class,Pacific Asia,72188
2914,6,2,Late delivery,1,2016-04-04 23:21:00.0000000,Second Class,Pacific Asia,31100
2915,2,2,Shipping on time,0,2016-09-08 04:44:00.0000000,Second Class,Pacific Asia,42076
2916,3,2,Late delivery,1,2015-12-10 19:08:00.0000000,Second Class,Pacific Asia,23347
2917,3,2,Late delivery,1,2016-12-13 23:21:00.0000000,Second Class,Pacific Asia,48637
2918,2,2,Shipping on time,0,2016-01-26 05:24:00.0000000,Second Class,Pacific Asia,26596
2919,6,2,Late delivery,1,2016-11-24 23:23:00.0000000,Second Class,Pacific Asia,47130
2920,6,2,Late delivery,1,2016-03-07 17:26:00.0000000,Second Class,Pacific Asia,29165
2921,6,2,Late delivery,1,2016-01-03 10:10:00.0000000,Second Class,Pacific Asia,24760
2922,2,2,Shipping on time,0,2016-01-25 11:53:00.0000000,Second Class,Pacific Asia,26546
2923,3,2,Late delivery,1,2016-12-08 17:13:00.0000000,Second Class,Pacific Asia,48277
2924,2,2,Shipping on time,0,2016-10-24 07:50:00.0000000,Second Class,Pacific Asia,45236
2925,5,2,Late delivery,1,2016-03-02 15:00:00.0000000,Second Class,Pacific Asia,28884
2926,6,2,Late delivery,1,2016-03-21 00:15:00.0000000,Second Class,Pacific Asia,30075
2927,2,2,Shipping on time,0,2016-03-17 23:23:00.0000000,Second Class,Pacific Asia,30141
2928,3,2,Late delivery,1,2017-11-26 20:04:00.0000000,Second Class,Pacific Asia,72467
2929,6,2,Late delivery,1,2015-11-23 02:42:00.0000000,Second Class,Pacific Asia,21930
2930,3,2,Late delivery,1,2017-12-30 15:06:00.0000000,Second Class,Pacific Asia,74782
2931,6,2,Late delivery,1,2017-12-21 18:38:00.0000000,Second Class,Pacific Asia,73970
2932,6,2,Late delivery,1,2016-11-01 11:19:00.0000000,Second Class,Pacific Asia,45520
2933,4,2,Late delivery,1,2015-12-28 10:53:00.0000000,Second Class,Pacific Asia,24488
2934,2,2,Shipping on time,0,2016-01-21 20:18:00.0000000,Second Class,Pacific Asia,26296
2935,3,2,Late delivery,1,2016-03-01 09:34:00.0000000,Second Class,Pacific Asia,28937
2936,4,2,Late delivery,1,2016-03-06 15:31:00.0000000,Second Class,Pacific Asia,29228
2937,5,2,Late delivery,1,2017-12-23 02:20:00.0000000,Second Class,Pacific Asia,74129
2938,6,2,Late delivery,1,2015-12-07 13:32:00.0000000,Second Class,Pacific Asia,22920
2939,6,2,Late delivery,1,2015-12-23 11:25:00.0000000,Second Class,Pacific Asia,24010
2940,5,2,Late delivery,1,2016-11-18 15:09:00.0000000,Second Class,Pacific Asia,46764
2941,3,2,Late delivery,1,2016-11-23 09:22:00.0000000,Second Class,Pacific Asia,47227
2942,3,2,Late delivery,1,2017-12-21 01:38:00.0000000,Second Class,Pacific Asia,74127
2943,6,2,Late delivery,1,2015-11-30 08:07:00.0000000,Second Class,Pacific Asia,22425
2944,2,2,Shipping on time,0,2015-11-06 01:29:00.0000000,Second Class,Pacific Asia,21036
2945,6,2,Late delivery,1,2015-12-23 07:55:00.0000000,Second Class,Pacific Asia,24000
2946,4,2,Late delivery,1,2015-11-05 05:52:00.0000000,Second Class,Pacific Asia,20843
2947,6,2,Late delivery,1,2016-01-02 00:53:00.0000000,Second Class,Pacific Asia,24665
2948,2,2,Shipping on time,0,2016-01-26 12:25:00.0000000,Second Class,Pacific Asia,26616
2949,5,2,Late delivery,1,2015-12-22 07:34:00.0000000,Second Class,Pacific Asia,23999
2950,2,2,Shipping on time,0,2016-03-09 06:55:00.0000000,Second Class,Pacific Asia,29546
2951,5,2,Late delivery,1,2016-02-03 10:50:00.0000000,Second Class,Pacific Asia,26954
2952,3,2,Late delivery,1,2015-12-24 10:42:00.0000000,Second Class,Pacific Asia,24282
2953,3,2,Late delivery,1,2017-11-27 06:34:00.0000000,Second Class,Pacific Asia,72497
2954,4,2,Late delivery,1,2016-10-19 04:52:00.0000000,Second Class,Pacific Asia,44748
2955,3,2,Late delivery,1,2016-03-30 00:14:00.0000000,Second Class,Pacific Asia,30897
2956,3,2,Late delivery,1,2015-11-29 15:07:00.0000000,Second Class,Pacific Asia,22582
2957,4,2,Late delivery,1,2017-12-17 01:07:00.0000000,Second Class,Pacific Asia,73783
2958,2,2,Shipping on time,0,2016-01-18 08:13:00.0000000,Second Class,Pacific Asia,26056
2959,4,2,Late delivery,1,2018-02-04 05:46:00.0000000,Second Class,Pacific Asia,77153
2960,5,2,Late delivery,1,2017-12-17 18:27:00.0000000,Second Class,Pacific Asia,73764
2961,4,2,Late delivery,1,2016-10-12 04:42:00.0000000,Second Class,Pacific Asia,44268
2962,5,2,Late delivery,1,2017-12-19 14:15:00.0000000,Second Class,Pacific Asia,73889
2963,2,2,Shipping on time,0,2017-12-15 00:25:00.0000000,Second Class,Pacific Asia,73781
2964,3,2,Late delivery,1,2016-02-28 05:01:00.0000000,Second Class,Pacific Asia,28787
2965,6,2,Late delivery,1,2018-02-03 20:40:00.0000000,Second Class,Pacific Asia,76990
2966,3,2,Late delivery,1,2017-12-21 12:08:00.0000000,Second Class,Pacific Asia,74157
2967,5,2,Late delivery,1,2016-03-17 21:06:00.0000000,Second Class,Pacific Asia,29929
2968,4,2,Late delivery,1,2018-01-01 12:29:00.0000000,Second Class,Pacific Asia,74843
2969,5,2,Late delivery,1,2017-12-19 07:15:00.0000000,Second Class,Pacific Asia,73869
2970,2,2,Shipping on time,0,2018-01-31 14:32:00.0000000,Second Class,Pacific Asia,77041
2971,4,2,Late delivery,1,2017-12-25 10:34:00.0000000,Second Class,Pacific Asia,74358
2972,3,2,Late delivery,1,2016-02-02 00:08:00.0000000,Second Class,Pacific Asia,26992
2973,3,2,Late delivery,1,2016-12-01 15:18:00.0000000,Second Class,Pacific Asia,47792
2974,5,2,Late delivery,1,2016-09-23 01:34:00.0000000,Second Class,Pacific Asia,42889
2975,2,2,Shipping on time,0,2018-02-02 10:20:00.0000000,Second Class,Pacific Asia,77166
2976,2,2,Shipping on time,0,2015-12-27 07:12:00.0000000,Second Class,Pacific Asia,24546
2977,4,2,Late delivery,1,2015-12-22 14:44:00.0000000,Second Class,Pacific Asia,24088
2978,5,2,Late delivery,1,2016-12-08 01:07:00.0000000,Second Class,Pacific Asia,48094
2979,4,2,Late delivery,1,2018-01-08 14:24:00.0000000,Second Class,Pacific Asia,75328
2980,2,2,Shipping on time,0,2017-12-23 09:52:00.0000000,Second Class,Pacific Asia,74356
2981,2,2,Shipping on time,0,2017-12-31 00:02:00.0000000,Second Class,Pacific Asia,74876
2982,3,2,Late delivery,1,2017-12-29 21:35:00.0000000,Second Class,Pacific Asia,74732
2983,2,2,Shipping on time,0,2015-12-25 13:09:00.0000000,Second Class,Pacific Asia,24426
2984,5,2,Late delivery,1,2018-02-04 21:22:00.0000000,Second Class,Pacific Asia,77129
2985,4,2,Late delivery,1,2016-10-19 11:52:00.0000000,Second Class,Pacific Asia,44768
2986,6,2,Late delivery,1,2017-11-29 21:07:00.0000000,Second Class,Pacific Asia,72470
2987,6,2,Late delivery,1,2016-03-09 20:14:00.0000000,Second Class,Pacific Asia,29310
2988,4,2,Late delivery,1,2016-02-24 04:29:00.0000000,Second Class,Pacific Asia,28443
2989,5,2,Late delivery,1,2018-01-01 03:33:00.0000000,Second Class,Pacific Asia,74749
2990,4,2,Late delivery,1,2017-11-28 03:25:00.0000000,Second Class,Pacific Asia,72488
2991,5,2,Late delivery,1,2016-01-09 13:29:00.0000000,Second Class,Pacific Asia,25249
2992,4,2,Late delivery,1,2016-03-31 16:21:00.0000000,Second Class,Pacific Asia,30943
2993,6,2,Late delivery,1,2016-01-18 11:02:00.0000000,Second Class,Pacific Asia,25790
2994,3,2,Late delivery,1,2016-02-23 16:24:00.0000000,Second Class,Pacific Asia,28477
2995,5,2,Late delivery,1,2017-01-17 16:49:00.0000000,Second Class,Pacific Asia,50879
2996,4,2,Late delivery,1,2016-09-14 12:47:00.0000000,Second Class,Pacific Asia,42373
2997,4,2,Late delivery,1,2015-12-04 12:19:00.0000000,Second Class,Pacific Asia,22848
2998,2,2,Shipping on time,0,2016-01-23 17:51:00.0000000,Second Class,Pacific Asia,26426
2999,5,2,Late delivery,1,2015-12-13 23:52:00.0000000,Second Class,Pacific Asia,23429
3000,5,2,Late delivery,1,2016-02-10 21:30:00.0000000,Second Class,Pacific Asia,27464
3001,4,2,Late delivery,1,2016-04-04 23:42:00.0000000,Second Class,Pacific Asia,31238
3002,5,2,Late delivery,1,2016-10-06 08:23:00.0000000,Second Class,Pacific Asia,43799
3003,4,2,Late delivery,1,2015-10-29 00:27:00.0000000,Second Class,Pacific Asia,20348
3004,4,2,Late delivery,1,2016-03-11 02:22:00.0000000,Second Class,Pacific Asia,29533
3005,5,2,Late delivery,1,2018-01-06 21:56:00.0000000,Second Class,Pacific Asia,75144
3006,3,2,Late delivery,1,2015-11-30 15:39:00.0000000,Second Class,Pacific Asia,22652
3007,2,2,Shipping on time,0,2018-01-03 17:23:00.0000000,Second Class,Pacific Asia,75131
3008,5,2,Late delivery,1,2018-01-06 23:41:00.0000000,Second Class,Pacific Asia,75149
3009,5,2,Late delivery,1,2016-02-15 13:37:00.0000000,Second Class,Pacific Asia,27784
3010,4,2,Late delivery,1,2016-01-16 12:05:00.0000000,Second Class,Pacific Asia,25793
3011,2,2,Shipping on time,0,2015-12-23 22:37:00.0000000,Second Class,Pacific Asia,24316
3012,2,2,Shipping on time,0,2015-12-15 04:25:00.0000000,Second Class,Pacific Asia,23716
3013,4,2,Late delivery,1,2016-01-16 10:20:00.0000000,Second Class,Pacific Asia,25788
3014,4,2,Late delivery,1,2015-11-11 16:01:00.0000000,Second Class,Pacific Asia,21283
3015,4,2,Late delivery,1,2016-03-30 03:34:00.0000000,Second Class,Pacific Asia,30838
3016,2,1,Late delivery,1,2017-09-17 02:28:00.0000000,First Class,Europe,67690
3017,2,1,Late delivery,1,2015-07-16 10:35:00.0000000,First Class,Europe,13321
3018,2,1,Late delivery,1,2015-08-21 13:20:00.0000000,First Class,Europe,15795
3019,2,1,Late delivery,1,2017-07-30 03:03:00.0000000,First Class,Europe,64335
3020,2,1,Late delivery,1,2017-06-29 02:56:00.0000000,First Class,Europe,62211
3021,2,1,Late delivery,1,2015-10-17 09:13:00.0000000,First Class,Europe,19688
3022,2,1,Late delivery,1,2015-08-23 16:08:00.0000000,First Class,Europe,15940
3023,2,1,Late delivery,1,2017-10-07 06:59:00.0000000,First Class,Europe,69073
3024,2,1,Late delivery,1,2017-10-07 18:33:00.0000000,First Class,Europe,69106
3025,2,1,Late delivery,1,2017-10-11 09:26:00.0000000,First Class,Europe,69354
3026,2,1,Late delivery,1,2015-05-20 19:57:00.0000000,First Class,LATAM,9443
3027,2,1,Late delivery,1,2015-04-24 15:47:00.0000000,First Class,LATAM,7650
3028,2,1,Late delivery,1,2015-05-11 06:28:00.0000000,First Class,LATAM,8788
3029,2,1,Late delivery,1,2017-06-15 19:25:00.0000000,First Class,LATAM,61299
3030,2,1,Late delivery,1,2015-04-28 19:38:00.0000000,First Class,LATAM,7935
3031,2,1,Late delivery,1,2017-01-20 22:25:00.0000000,First Class,LATAM,51306
3032,2,1,Late delivery,1,2017-03-29 15:40:00.0000000,First Class,LATAM,55945
3033,2,1,Late delivery,1,2017-03-10 03:15:00.0000000,First Class,LATAM,54608
3034,2,1,Late delivery,1,2017-05-22 18:45:00.0000000,First Class,LATAM,59653
3035,2,1,Late delivery,1,2017-03-19 00:16:00.0000000,First Class,LATAM,55216
3036,2,1,Late delivery,1,2017-06-17 12:03:00.0000000,First Class,LATAM,61415
3037,2,1,Late delivery,1,2017-03-17 05:31:00.0000000,First Class,LATAM,55094
3038,2,1,Late delivery,1,2017-05-04 13:31:00.0000000,First Class,LATAM,58405
3039,2,1,Late delivery,1,2017-03-07 17:06:00.0000000,First Class,LATAM,54442
3040,2,1,Late delivery,1,2017-05-19 17:52:00.0000000,First Class,LATAM,59445
3041,2,1,Late delivery,1,2017-04-19 20:43:00.0000000,First Class,LATAM,57398
3042,2,1,Late delivery,1,2017-05-22 22:36:00.0000000,First Class,LATAM,59664
3043,2,1,Late delivery,1,2015-04-19 05:06:00.0000000,First Class,LATAM,7277
3044,2,1,Late delivery,1,2017-03-19 12:32:00.0000000,First Class,LATAM,55251
3045,2,1,Late delivery,1,2015-04-14 07:44:00.0000000,First Class,LATAM,6942
3046,2,1,Late delivery,1,2015-01-17 04:11:00.0000000,First Class,LATAM,972
3047,2,1,Late delivery,1,2017-04-04 04:27:00.0000000,First Class,LATAM,56324
3048,2,1,Late delivery,1,2015-01-09 10:51:00.0000000,First Class,LATAM,443
3049,2,1,Late delivery,1,2015-02-22 01:40:00.0000000,First Class,LATAM,3431
3050,2,1,Late delivery,1,2017-02-24 11:41:00.0000000,First Class,LATAM,53673
3051,2,1,Late delivery,1,2017-11-22 07:17:00.0000000,First Class,Pacific Asia,72225
3052,2,1,Late delivery,1,2015-11-15 04:48:00.0000000,First Class,Pacific Asia,21662
3053,2,1,Late delivery,1,2016-10-11 09:46:00.0000000,First Class,Pacific Asia,44351
3054,2,1,Late delivery,1,2016-02-04 11:10:00.0000000,First Class,Pacific Asia,27229
3055,2,1,Late delivery,1,2016-03-21 21:16:00.0000000,First Class,Pacific Asia,30409
3056,2,1,Late delivery,1,2015-11-11 15:40:00.0000000,First Class,Pacific Asia,21419
3057,2,1,Late delivery,1,2016-01-25 09:05:00.0000000,First Class,Pacific Asia,26538
3058,2,1,Late delivery,1,2016-02-17 20:47:00.0000000,First Class,Pacific Asia,28147
3059,2,1,Late delivery,1,2016-03-31 07:14:00.0000000,First Class,Pacific Asia,31054
3060,2,1,Late delivery,1,2015-11-24 09:31:00.0000000,First Class,Pacific Asia,22292
3061,2,1,Late delivery,1,2015-12-17 04:25:00.0000000,First Class,Pacific Asia,23853
3062,2,1,Late delivery,1,2015-12-30 18:35:00.0000000,First Class,Pacific Asia,24784
3063,2,1,Late delivery,1,2016-01-16 21:11:00.0000000,First Class,Pacific Asia,25956
3064,2,1,Late delivery,1,2016-02-24 07:38:00.0000000,First Class,Pacific Asia,28589
3065,2,1,Late delivery,1,2015-12-04 12:19:00.0000000,First Class,Pacific Asia,22985
3066,2,1,Late delivery,1,2016-12-13 19:19:00.0000000,First Class,Pacific Asia,48694
3067,2,1,Late delivery,1,2016-03-05 02:01:00.0000000,First Class,Pacific Asia,29258
3068,2,1,Late delivery,1,2016-12-08 12:30:00.0000000,First Class,Pacific Asia,48332
3069,2,1,Late delivery,1,2016-01-26 02:36:00.0000000,First Class,Pacific Asia,26588
3070,2,1,Late delivery,1,2016-09-29 18:54:00.0000000,First Class,Pacific Asia,43555
3071,2,1,Late delivery,1,2015-11-17 15:40:00.0000000,First Class,Pacific Asia,21830
3072,2,1,Late delivery,1,2015-12-18 21:03:00.0000000,First Class,Pacific Asia,23969
3073,2,1,Late delivery,1,2016-01-28 22:13:00.0000000,First Class,Pacific Asia,26781
3074,2,1,Late delivery,1,2016-09-10 08:35:00.0000000,First Class,Pacific Asia,42224
3075,2,1,Late delivery,1,2016-01-01 18:56:00.0000000,First Class,Pacific Asia,24922
3076,2,1,Late delivery,1,2017-12-22 05:50:00.0000000,First Class,Pacific Asia,74276
3077,2,1,Late delivery,1,2017-11-28 02:43:00.0000000,First Class,Pacific Asia,72623
3078,2,1,Late delivery,1,2016-04-16 08:37:00.0000000,First Class,USCA,32154
3079,2,1,Late delivery,1,2016-08-22 12:39:00.0000000,First Class,USCA,40934
3080,2,1,Late delivery,1,2016-05-26 16:37:00.0000000,First Class,USCA,34917
3081,2,1,Late delivery,1,2016-06-06 23:26:00.0000000,First Class,USCA,35690
3082,2,1,Late delivery,1,2016-09-07 18:56:00.0000000,First Class,USCA,42048
3083,2,1,Late delivery,1,2016-07-05 08:51:00.0000000,First Class,USCA,37635
3084,2,1,Late delivery,1,2016-05-30 11:43:00.0000000,First Class,USCA,35177
3085,2,1,Late delivery,1,2016-07-30 21:16:00.0000000,First Class,USCA,39383
3086,2,1,Late delivery,1,2016-05-03 15:05:00.0000000,First Class,USCA,33337
3087,2,1,Late delivery,1,2017-01-11 14:54:00.0000000,First Class,Africa,50668
3088,2,1,Late delivery,1,2016-10-25 12:54:00.0000000,First Class,Africa,45319
3089,2,1,Late delivery,1,2015-06-04 02:35:00.0000000,First Class,Europe,10421
3090,2,1,Late delivery,1,2015-06-08 21:30:00.0000000,First Class,Europe,10749
3091,2,1,Late delivery,1,2015-10-19 21:50:00.0000000,First Class,Europe,19861
3092,2,1,Late delivery,1,2015-01-28 04:20:00.0000000,First Class,LATAM,1726
3093,2,1,Late delivery,1,2015-01-06 05:25:00.0000000,First Class,LATAM,222
3094,2,1,Late delivery,1,2015-02-07 23:56:00.0000000,First Class,LATAM,2467
3095,2,1,Late delivery,1,2015-05-09 11:44:00.0000000,First Class,LATAM,8666
3096,2,1,Late delivery,1,2016-04-28 05:27:00.0000000,First Class,USCA,32967
3097,2,1,Late delivery,1,2017-06-30 02:45:00.0000000,First Class,Europe,62279
3098,2,1,Late delivery,1,2015-05-09 08:34:00.0000000,First Class,LATAM,8657
3099,2,1,Late delivery,1,2015-01-06 21:11:00.0000000,First Class,LATAM,267
3100,2,1,Late delivery,1,2015-04-06 01:47:00.0000000,First Class,LATAM,6377
3101,2,1,Late delivery,1,2017-05-15 10:52:00.0000000,First Class,LATAM,59151
3102,2,1,Late delivery,1,2015-11-21 16:42:00.0000000,First Class,Pacific Asia,22107
3103,2,1,Late delivery,1,2016-02-05 00:08:00.0000000,First Class,Pacific Asia,27266
3104,2,1,Late delivery,1,2016-06-28 14:39:00.0000000,First Class,USCA,37172
3105,2,1,Late delivery,1,2016-12-06 01:38:00.0000000,First Class,Africa,48164
3106,2,1,Late delivery,1,2015-08-15 01:47:00.0000000,First Class,Europe,15351
3107,2,1,Late delivery,1,2017-02-27 18:31:00.0000000,First Class,LATAM,53898
3108,2,1,Late delivery,1,2016-02-21 15:53:00.0000000,First Class,Pacific Asia,28407
3109,2,1,Late delivery,1,2016-03-06 20:04:00.0000000,First Class,Pacific Asia,29378
3110,2,1,Late delivery,1,2016-02-26 18:30:00.0000000,First Class,Pacific Asia,28757
3111,2,1,Late delivery,1,2016-06-02 04:32:00.0000000,First Class,USCA,35362
3112,2,1,Late delivery,1,2016-07-03 02:12:00.0000000,First Class,USCA,37479
3113,2,1,Late delivery,1,2016-05-21 09:48:00.0000000,First Class,USCA,34555
3114,2,1,Late delivery,1,2016-05-13 11:55:00.0000000,First Class,USCA,34013
3115,2,1,Late delivery,1,2016-11-11 05:00:00.0000000,First Class,Africa,46461
3116,2,1,Late delivery,1,2016-10-11 04:10:00.0000000,First Class,Europe,44335
3117,2,1,Late delivery,1,2017-02-18 06:26:00.0000000,First Class,LATAM,53247
3118,2,1,Late delivery,1,2017-05-09 17:32:00.0000000,First Class,LATAM,58759
3119,2,1,Late delivery,1,2017-04-21 04:57:00.0000000,First Class,LATAM,57490
3120,2,1,Late delivery,1,2017-05-27 05:36:00.0000000,First Class,LATAM,59958
3121,2,1,Late delivery,1,2015-12-10 20:43:00.0000000,First Class,Pacific Asia,23420
3122,1,0,Late delivery,1,2017-11-02 02:08:00.0000000,Same Day,Europe,70943
3123,1,0,Late delivery,1,2016-10-10 05:08:00.0000000,Same Day,Europe,44372
3124,1,0,Late delivery,1,2015-08-13 10:59:00.0000000,Same Day,Europe,15343
3125,1,0,Late delivery,1,2016-10-24 03:21:00.0000000,Same Day,Europe,45326
3126,0,0,Shipping on time,0,2015-06-22 13:09:00.0000000,Same Day,Europe,11787
3127,0,0,Shipping on time,0,2015-09-06 22:51:00.0000000,Same Day,Europe,17021
3128,0,0,Shipping on time,0,2015-09-03 23:23:00.0000000,Same Day,Europe,16817
3129,1,0,Late delivery,1,2017-07-24 11:13:00.0000000,Same Day,Europe,64050
3130,1,0,Late delivery,1,2017-10-04 11:28:00.0000000,Same Day,Europe,68983
3131,1,0,Late delivery,1,2015-02-03 10:01:00.0000000,Same Day,LATAM,2256
3132,0,0,Shipping on time,0,2017-03-27 16:06:00.0000000,Same Day,LATAM,55912
3133,1,0,Late delivery,1,2017-03-03 04:56:00.0000000,Same Day,LATAM,54236
3134,0,0,Shipping on time,0,2017-05-28 15:40:00.0000000,Same Day,LATAM,60158
3135,1,0,Late delivery,1,2017-02-24 03:43:00.0000000,Same Day,LATAM,53753
3136,1,0,Late delivery,1,2017-12-02 06:39:00.0000000,Same Day,Pacific Asia,73011
3137,1,0,Late delivery,1,2018-01-10 07:49:00.0000000,Same Day,Pacific Asia,75686
3138,0,0,Shipping on time,0,2016-01-13 14:27:00.0000000,Same Day,Pacific Asia,25834
3139,0,0,Shipping on time,0,2015-12-03 17:08:00.0000000,Same Day,Pacific Asia,23033
3140,1,0,Late delivery,1,2016-03-04 10:00:00.0000000,Same Day,Pacific Asia,29315
3141,0,0,Shipping on time,0,2016-01-05 13:45:00.0000000,Same Day,Pacific Asia,25284
3142,0,0,Shipping on time,0,2016-11-01 18:46:00.0000000,Same Day,Pacific Asia,45918
3143,1,0,Late delivery,1,2017-11-14 07:01:00.0000000,Same Day,Pacific Asia,71779
3144,1,0,Late delivery,1,2015-12-14 00:49:00.0000000,Same Day,Pacific Asia,23740
3145,1,0,Late delivery,1,2017-12-17 08:33:00.0000000,Same Day,Pacific Asia,74044
3146,1,0,Late delivery,1,2018-01-26 06:03:00.0000000,Same Day,Pacific Asia,76777
3147,1,0,Late delivery,1,2017-11-27 05:26:00.0000000,Same Day,Pacific Asia,72665
3148,1,0,Late delivery,1,2016-04-29 00:27:00.0000000,Same Day,USCA,33124
3149,0,0,Shipping on time,0,2016-08-22 13:47:00.0000000,Same Day,USCA,41040
3150,1,0,Late delivery,1,2016-10-30 03:42:00.0000000,Same Day,Africa,45738
3151,1,0,Late delivery,1,2015-08-22 02:23:00.0000000,Same Day,Europe,15935
3152,1,0,Late delivery,1,2017-03-18 05:05:00.0000000,Same Day,LATAM,55264
3153,0,0,Shipping on time,0,2016-02-19 14:13:00.0000000,Same Day,Pacific Asia,28368
3154,1,0,Late delivery,1,2015-11-04 10:41:00.0000000,Same Day,Pacific Asia,21028
